0.3629029233166869,NaN,NaN,NaN,NaN
1.5757519674188976,0.3629029233166869,NaN,NaN,NaN
149.26274048670086,0.9214115561091125,0.3629029233166869,NaN,NaN
1297.277047127079,39.19452033303081,0.6245854330201709,0.3629029233166869,NaN
2064.1482502437725,152.46400905553406,5.9145781122252306,0.6245854330201709,0.3629029233166869
3.0,-1.0,-1.0,-1.0,-1.0
94.0,3.0,-1.0,-1.0,-1.0
99.0,94.0,3.0,-1.0,-1.0
71.0,100.0,4.0,3.0,-1.0
71.0,100.0,101.0,4.0,3.0
9.17065978050232,NaN,NaN,NaN,NaN
11.963156938552856,8.289149045944214,NaN,NaN,NaN
30.915504217147827,17.70577096939087,0.737375020980835,NaN,NaN
50.49642515182495,42.49255704879761,15.92124891281128,8.256233930587769,NaN
81.22676491737366,81.18536496162415,44.964359998703,16.599812984466553,8.757989168167114
