0.1245,NaN,NaN,NaN,NaN
0.2312,0.1245,NaN,NaN,NaN
0.3225,0.2312,0.1245,NaN,NaN
0.4003,0.3225,0.2312,0.1245,NaN
0.4667,0.4003,0.3225,0.2312,0.1245
3.0,-1.0,-1.0,-1.0,-1.0
4.0,3.0,-1.0,-1.0,-1.0
5.0,4.0,3.0,-1.0,-1.0
6.0,5.0,4.0,3.0,-1.0
7.0,6.0,5.0,4.0,3.0
0.18,NaN,NaN,NaN,NaN
0.66,0.16,NaN,NaN,NaN
1.8,0.63,0.19,NaN,NaN
3.6,2.1,0.83,0.31,NaN
6.7,3.3,3.9,1.5,0.67
