0.07860653331531592,NaN,NaN,NaN,NaN
0.14700900279656542,0.07860653331531592,NaN,NaN,NaN
0.24221604459547377,0.14700900279656542,0.07860653331531592,NaN,NaN
1.2289809590163836,0.19824739880629563,0.14700900279656542,0.07860653331531592,NaN
5.4125041380870975,0.9014069512725027,0.19824739880629563,0.14700900279656542,0.07860653331531592
3.0,-1.0,-1.0,-1.0,-1.0
4.0,3.0,-1.0,-1.0,-1.0
95.0,4.0,3.0,-1.0,-1.0
96.0,5.0,4.0,3.0,-1.0
97.0,96.0,5.0,4.0,3.0
8.359559059143066,NaN,NaN,NaN,NaN
9.84185004234314,1.0104470252990723,NaN,NaN,NaN
45.02130889892578,13.81712794303894,0.8600060939788818,NaN,NaN
94.37527680397034,37.786834955215454,13.32627010345459,0.766895055770874,NaN
178.40093111991882,68.34631609916687,58.936376094818115,11.589715957641602,1.2511560916900635
