126.65157923755034,NaN,NaN,NaN,NaN
NaN,97.92026187195748,NaN,NaN,NaN
NaN,191.36590089394213,81.55905602987713,NaN,NaN
NaN,NaN,147.2199851186886,68.49480838223855,NaN
NaN,NaN,NaN,NaN,68.49480838223855
7.0,-1.0,-1.0,-1.0,-1.0
-1.0,6.0,-1.0,-1.0,-1.0
-1.0,8.0,7.0,-1.0,-1.0
-1.0,-1.0,9.0,5.0,-1.0
-1.0,-1.0,-1.0,-1.0,5.0
2820.3615770339966,NaN,NaN,NaN,NaN
NaN,609.8847661018372,NaN,NaN,NaN
NaN,24555.20266199112,177.12296104431152,NaN,NaN
NaN,NaN,13349.854110956192,79.0798909664154,NaN
NaN,NaN,NaN,NaN,141.61576104164124
