1657.761780491114,NaN,NaN,NaN,NaN
1840.3673378230378,1458.0642998431658,NaN,NaN,NaN
1887.5675336740255,1755.7638873037647,1279.710138760308,NaN,NaN
1905.2862596295017,1841.1979018932095,1656.0987419001606,1143.7948869230156,NaN
1912.1865483639087,1868.8990571153488,1767.3562288560659,1541.3429229146059,1042.270371536939
21.0,-1.0,-1.0,-1.0,-1.0
21.0,21.0,-1.0,-1.0,-1.0
21.0,21.0,21.0,-1.0,-1.0
21.0,21.0,21.0,21.0,-1.0
21.0,21.0,21.0,21.0,21.0
13.886096000671387,NaN,NaN,NaN,NaN
86.70727801322937,11.183862924575806,NaN,NaN,NaN
148.58135199546814,28.386077165603638,0.4538600444793701,NaN,NaN
232.51592898368835,50.463221073150635,16.881364822387695,0.10848593711853027,NaN
247.49105405807495,105.38343501091003,49.42338800430298,4.580586910247803,11.184891939163208
