1775.555267503867,NaN,NaN,NaN,NaN
1873.2215739595702,1573.6587369958902,NaN,NaN,NaN
1901.207659910337,1792.7562268792008,1407.8365557702245,NaN,NaN
1912.5416000638472,1857.3351373450753,1704.46661479233,1265.065320674486,NaN
1917.3163712895268,1878.9690865145099,1791.7954254550957,1592.5858849890699,1141.0044921374472
21.0,-1.0,-1.0,-1.0,-1.0
21.0,21.0,-1.0,-1.0,-1.0
21.0,21.0,21.0,-1.0,-1.0
21.0,21.0,21.0,21.0,-1.0
21.0,21.0,21.0,21.0,21.0
46.529194831848145,NaN,NaN,NaN,NaN
369.70982003211975,14.544951915740967,NaN,NaN,NaN
799.0824329853058,131.83800601959229,2.0987908840179443,NaN,NaN
1069.1335248947144,338.8628890514374,58.72569990158081,1.092444896697998,NaN
1125.216924905777,679.7277450561523,223.51036190986633,11.862218141555786,13.267207145690918
