1.3287773794789777,NaN,NaN,NaN,NaN
1.7914575754412478,1.3287773794789777,NaN,NaN,NaN
1.8975552558736681,1.7914575754412478,1.3287773794789777,NaN,NaN
1.8975552558736681,1.8975552558736681,1.7914575754412478,1.3287773794789777,NaN
1.8975552558736681,1.8975552558736681,1.8975552558736681,1.7914575754412478,1.3287773794789777
3.0,-1.0,-1.0,-1.0,-1.0
4.0,3.0,-1.0,-1.0,-1.0
5.0,4.0,3.0,-1.0,-1.0
5.0,5.0,4.0,3.0,-1.0
5.0,5.0,5.0,4.0,3.0
8.921066999435425,NaN,NaN,NaN,NaN
0.8929629325866699,8.72078800201416,NaN,NaN,NaN
1.3753950595855713,9.548918962478638,0.5923550128936768,NaN,NaN
11.252622127532959,0.8594000339508057,10.143896102905273,0.22395086288452148,NaN
13.307959079742432,2.1494140625,11.304638147354126,0.6856951713562012,10.138386964797974
