1.3127578315282973,NaN,NaN,NaN,NaN
2.984574377601152,1.3127578315282973,NaN,NaN,NaN
NaN,2.586827047729076,1.3127578315282973,NaN,NaN
NaN,NaN,2.586827047729076,1.3127578315282973,NaN
NaN,NaN,NaN,NaN,1.3127578315282973
4.0,-1.0,-1.0,-1.0,-1.0
26.0,4.0,-1.0,-1.0,-1.0
-1.0,4.0,4.0,-1.0,-1.0
-1.0,-1.0,4.0,4.0,-1.0
-1.0,-1.0,-1.0,-1.0,4.0
957.84792304039,NaN,NaN,NaN,NaN
20480.36651992798,212.80480909347534,NaN,NaN,NaN
NaN,8900.012260913849,57.89821982383728,NaN,NaN
NaN,NaN,4639.5576910972595,46.49432301521301,NaN
NaN,NaN,NaN,NaN,53.245933055877686
