61.987675979759345,NaN,NaN,NaN,NaN
128.48290619402476,61.987675979759345,NaN,NaN,NaN
199.69549968348105,128.4759947792785,61.98767597975929,NaN,NaN
732.6878403092655,199.69549968339834,128.4759947792785,61.98767597975929,NaN
1549.5356731858835,392.0160148711336,199.69549968348105,128.4759947792785,61.98767597975929
5.0,-1.0,-1.0,-1.0,-1.0
6.0,5.0,-1.0,-1.0,-1.0
6.0,6.0,5.0,-1.0,-1.0
87.0,6.0,6.0,5.0,-1.0
35.0,86.0,6.0,6.0,5.0
224.3542718887329,NaN,NaN,NaN,NaN
4889.956759929657,52.79860711097717,NaN,NaN,NaN
18517.349229097366,2174.076863050461,18.031511068344116,NaN,NaN
37471.15948486328,4960.371304988861,1067.780324935913,8.62395691871643,NaN
28467.72289800644,41964.02092695236,11857.199791908264,477.6892488002777,25.66441297531128
