621015.5113617561,NaN,NaN,NaN,NaN
1326.49031168148,583239.8447267581,NaN,NaN,NaN
1553.1027657962914,1301.5252486379502,506428.57727563183,NaN,NaN
1683.7270724765,1550.6062140235877,1201.752726952866,467663.2513537344,NaN
1771.4096813144492,1674.047751982639,1456.2024954285687,1128.7366371592238,460548.42118462693
41.0,-1.0,-1.0,-1.0,-1.0
21.0,41.0,-1.0,-1.0,-1.0
21.0,21.0,41.0,-1.0,-1.0
21.0,21.0,21.0,41.0,-1.0
21.0,21.0,21.0,21.0,41.0
37.02426505088806,NaN,NaN,NaN,NaN
75.59451007843018,23.330627918243408,NaN,NaN,NaN
165.15470004081726,36.40130615234375,2.8796398639678955,NaN,NaN
210.98171091079712,60.60399413108826,21.580245971679688,1.6732709407806396,NaN
269.033371925354,126.41456913948059,51.03031015396118,4.114567995071411,19.39136004447937
