143.19141989027463,NaN,NaN,NaN,NaN
243.85463900862143,90.12884076144728,NaN,NaN,NaN
314.9150351915039,173.0957486484824,73.99095495995746,NaN,NaN
584.362168873132,232.1322348185387,131.68691671849203,62.01473306722668,NaN
924.0710466172922,270.9378291221088,199.74159661930776,128.5091514658387,62.01473306722668
9.0,-1.0,-1.0,-1.0,-1.0
10.0,7.0,-1.0,-1.0,-1.0
9.0,8.0,7.0,-1.0,-1.0
91.0,10.0,9.0,5.0,-1.0
93.0,7.0,6.0,6.0,5.0
228.71086597442627,NaN,NaN,NaN,NaN
4334.234066963196,61.563318967819214,NaN,NaN,NaN
16616.768605947495,2082.076637029648,19.388718128204346,NaN,NaN
41814.462769031525,9332.226833105087,1125.9142310619354,11.734178066253662,NaN
83793.16967988014,30261.843333005905,10556.9000518322,395.9750440120697,21.62244701385498
