106.46356888261504,NaN,NaN,NaN,NaN
1165.347351618517,68.47633456659719,NaN,NaN,NaN
5993.41647960502,140.6462896304321,68.47633456659719,NaN,NaN
1261.258592753044,1305.3857516392666,140.6462896304321,68.47633456659719,NaN
1507.0951004772369,1640.8585262419183,271.3413598827209,140.6462896304321,68.47633456659719
11.0,-1.0,-1.0,-1.0,-1.0
36.0,5.0,-1.0,-1.0,-1.0
40.0,6.0,5.0,-1.0,-1.0
21.0,67.0,6.0,5.0,-1.0
21.0,37.0,86.0,6.0,5.0
2099.3465270996094,NaN,NaN,NaN,NaN
16204.520915985107,512.4650809764862,NaN,NaN,NaN
49735.33593201637,21407.94860100746,105.8905189037323,NaN,NaN
7296.660192012787,94073.70553708076,13023.025675058365,116.67169094085693,NaN
8721.49872303009,125242.7547287941,93538.73872613907,3135.8957180976868,117.50418496131897
