0.03776,NaN,NaN,NaN,NaN
0.07395,0.03776,NaN,NaN,NaN
0.1088,0.07395,0.03772,NaN,NaN
0.1402,0.1075,0.07331,0.03757,NaN
0.1715,0.1402,0.1075,0.07331,0.03757
7.0,-1.0,-1.0,-1.0,-1.0
7.0,7.0,-1.0,-1.0,-1.0
7.0,7.0,7.0,-1.0,-1.0
6.0,5.0,4.0,3.0,-1.0
7.0,6.0,5.0,4.0,3.0
0.17,NaN,NaN,NaN,NaN
0.55,0.13,NaN,NaN,NaN
1.2,0.49,0.28,NaN,NaN
2.7,2.2,0.81,0.23,NaN
6.2,3.5,2.9,1.3,0.7
