0.04968,NaN,NaN,NaN,NaN
0.04968,0.04968,NaN,NaN,NaN
0.04968,0.04968,0.04968,NaN,NaN
0.04968,0.04968,0.04968,0.04968,NaN
0.04968,0.04968,0.04968,0.04968,0.04968
2.0,-1.0,-1.0,-1.0,-1.0
2.0,2.0,-1.0,-1.0,-1.0
2.0,2.0,2.0,-1.0,-1.0
2.0,2.0,2.0,2.0,-1.0
2.0,2.0,2.0,2.0,2.0
0.11,NaN,NaN,NaN,NaN
0.64,0.11,NaN,NaN,NaN
1.2,0.73,0.14,NaN,NaN
1.8,0.97,0.49,0.27,NaN
3.4,1.9,2.1,0.81,0.87
