1.4116	Inf	Inf	Inf	Inf	Inf
1.4116	1.4116	Inf	Inf	Inf	Inf
3.8844	1.4116	1.4116	Inf	Inf	Inf
6.0734	3.8844	1.4116	1.4116	Inf	Inf
7.996	6.0734	3.8844	1.4116	1.4116	Inf
9.6566	7.996	6.0734	3.8844	1.4116	1.4116
