0.096672	Inf	Inf	Inf	Inf	Inf
0.72513	0.096672	Inf	Inf	Inf	Inf
3.7456	0.55174	0.096672	Inf	Inf	Inf
9.9983	1.2781	0.53031	0.096672	Inf	Inf
26.397	2.4742	1.2199	0.51848	0.096672	Inf
33.71	4.8714	2.0	1.1905	0.50974	0.096672
