0.021485	Inf	Inf	Inf	Inf	Inf
0.20423	0.021485	Inf	Inf	Inf	Inf
0.43904	0.17043	0.021485	Inf	Inf	Inf
0.73007	0.38382	0.15155	0.021485	Inf	Inf
1.1092	0.66826	0.34404	0.14018	0.021485	Inf
1.5602	1.0169	0.59767	0.3181	0.13302	0.021485
