0.0098208	Inf	Inf	Inf	Inf	Inf
0.083565	0.0098208	Inf	Inf	Inf	Inf
0.15408	0.083565	0.0098208	Inf	Inf	Inf
0.22002	0.15408	0.083565	0.0098208	Inf	Inf
0.2806	0.22002	0.15408	0.083565	0.0098208	Inf
0.33729	0.2806	0.22002	0.15408	0.083565	0.0098208
