3.0446	Inf	Inf	Inf	Inf	Inf
8.5654	3.0446	Inf	Inf	Inf	Inf
12.26	8.5654	3.0446	Inf	Inf	Inf
14.653	12.26	8.5654	3.0446	Inf	Inf
16.109	14.653	12.26	8.5654	3.0446	Inf
16.945	16.109	14.653	12.26	8.5654	3.0446
