0.12449	Inf	Inf	Inf	Inf	Inf
0.49985	0.12449	Inf	Inf	Inf	Inf
0.98267	0.49901	0.12449	Inf	Inf	Inf
1.464	0.90888	0.49718	0.12449	Inf	Inf
1.9797	1.4045	0.88012	0.49601	0.12449	Inf
2.4826	1.8946	1.3196	0.87637	0.49477	0.12449
