2.1073e-8	Inf	Inf	Inf	Inf	Inf
0.13715	2.1073e-8	Inf	Inf	Inf	Inf
0.29736	0.10663	2.1073e-8	Inf	Inf	Inf
0.48143	0.24492	0.091322	2.1073e-8	Inf	Inf
0.6934	0.41167	0.21467	0.082871	2.1073e-8	Inf
0.92501	0.60513	0.36791	0.19586	0.077107	2.1073e-8
