0.046779	Inf	Inf	Inf	Inf	Inf
0.14908	0.046779	Inf	Inf	Inf	Inf
0.24069	0.14908	0.046779	Inf	Inf	Inf
0.32462	0.24069	0.14908	0.046779	Inf	Inf
0.39769	0.32462	0.24069	0.14908	0.046779	Inf
0.46143	0.39769	0.32462	0.24069	0.14908	0.046779
