0.16234	Inf	Inf	Inf	Inf	Inf
0.58225	0.16234	Inf	Inf	Inf	Inf
1.0705	0.53615	0.16234	Inf	Inf	Inf
1.6143	0.99652	0.51153	0.16234	Inf	Inf
2.202	1.5023	0.95313	0.49405	0.16234	Inf
2.7894	2.0033	1.4312	0.91185	0.48279	0.16234
