0.07644,NaN,NaN,NaN,NaN
0.1467,0.07644,NaN,NaN,NaN
0.2113,0.1467,0.07644,NaN,NaN
0.2705,0.2113,0.1467,0.07644,NaN
0.3246,0.2705,0.2113,0.1467,0.07644
3.0,-1.0,-1.0,-1.0,-1.0
4.0,3.0,-1.0,-1.0,-1.0
5.0,4.0,3.0,-1.0,-1.0
6.0,5.0,4.0,3.0,-1.0
7.0,6.0,5.0,4.0,3.0
0.56,NaN,NaN,NaN,NaN
1.6,0.79,NaN,NaN,NaN
2.2,1.4,0.22,NaN,NaN
6.0,2.6,1.7,0.55,NaN
7.0,3.9,5.1,2.1,2.2
