3137.0,NaN,NaN,NaN,NaN
5523.0,1538.0,NaN,NaN,NaN
30390.0,4657.0,1151.0,NaN,NaN
1163.0,27530.0,3993.0,5735.0,NaN
1388.0,1041.0,19840.0,11120.0,1338.0
65.0,-1.0,-1.0,-1.0,-1.0
47.0,65.0,-1.0,-1.0,-1.0
49.0,47.0,65.0,-1.0,-1.0
33.0,49.0,47.0,81.0,-1.0
33.0,33.0,49.0,62.0,81.0
29.0,NaN,NaN,NaN,NaN
210.0,6.6,NaN,NaN,NaN
710.0,130.0,4.1,NaN,NaN
960.0,400.0,98.0,3.3,NaN
1800.0,650.0,610.0,59.0,3.5
